"MAJOR1","STUID","SCICAREER","SCIENCE_SELF_EFFICACY","SCIENCE_IDENTITY","ACADEMIC_SELFCONCEPT","HABITS_OF_MIND","MAJORGPA","GOAL19","GOAL11","GOAL04","RESEARCH","HPW17","HPW29","HPW28","HPW09","HPW04","HPW24","HPW06","HPW27","HPW02","major","SCIENCE_SELF_EFFICACY_z","SCIENCE_IDENTITY_z","ACADEMIC_SELFCONCEPT_z","HABITS_OF_MIND_z"
116,"14000429",4,66.74,60.27,48,48.44,5,4,3,3,2,6,3,4,5,3,5,6,1,2,"Health Professions",1.24010937065814,0.955450699013825,-0.352125023202013,-0.523105291613348
117,"1400440",2,49.53,50.24,38.97,66.43,6,3,3,3,2,5,5,7,5,5,3,6,4,4,"Health Professions",-0.127729152328695,0.0606800875640857,-1.37758064477769,1.55859582353958
121,"14000448",5,70.93,59.5,38.97,49.93,6,4,4,4,3,6,6,6,6,6,6,6,6,3,"Health Professions",1.57312758165843,0.886759435722071,-1.37758064477769,-0.350690913537869
664,"14000453",1,59.45,48.42,50.75,62.08,8,2,4,3,1,5,4,7,4,4,4,4,6,1,"Biological & Life Sciences",0.660705371089634,-0.101681080216425,-0.039832336675644,1.05523841103734
121,"14000455",5,57.49,60.27,49.95,45.39,6,2,3,1,4,6,3,4,8,1,4,2,5,3,"Health Professions",0.504925969285206,0.955450699013825,-0.130681118210587,-0.87603405210342
115,"6100963",1,68.11,64.63,51.7,55.1,6,2,4,2,2,8,8,8,3,6,2,4,4,3,"Health Professions",1.34899599334797,1.34440382622428,0.0680505913971021,0.24755226407973
115,"14000464",2,51.66,58.91,51.11,54.26,5,1,4,2,1,5,4,6,4,3,4,2,5,5,"Health Professions",0.0415617282036673,0.834125870342674,0.00104961501508065,0.150352212010333
120,"14000473",3,70.93,60.28,61.94,53.34,7,2,4,4,1,5,2,7,5,2,5,4,5,4,"Health Professions",1.57312758165843,0.95634279334229,1.23091499504438,0.0438950121248031
664,"14000478",2,58.85,48.42,65.28,51.88,7,2,2,2,1,7,4,7,4,5,4,5,5,3,"Biological & Life Sciences",0.613017799108687,-0.101681080216425,1.61020865795277,-0.125047935519625
117,"14000483",1,49.19,45.56,50.01,54.97,7,1,4,3,1,7,3,6,4,6,4,5,5,3,"Health Professions",-0.154752109784566,-0.356820058157229,-0.123867459595467,0.232509398878514
769,"14000487",3,70.93,60.49,49.95,66.43,6,2,4,4,2,5,3,6,7,4,6,5,4,6,"Engineering",1.57312758165843,0.975076774240041,-0.130681118210587,1.55859582353958
121,"14000490",4,52.11,61.67,52.39,48.35,7,2,4,1,5,6,3,5,6,3,2,3,3,2,"Health Professions",0.077327407189378,1.08034390499883,0.146407665470991,-0.533519582906497
117,"14000496",2,55.65,47.75,38.83,57.9,6,2,4,2,1,5,2,6,6,4,4,3,1,2,"Health Professions",0.358684081876967,-0.161451400223537,-1.39347918154631,0.571552437644387
115,"14000503",3,58.89,62.59,52.39,57.56,6,3,4,3,1,6,1,6,5,3,6,5,4,3,"Health Professions",0.616196970574083,1.16241658321755,0.146407665470991,0.532209559425822
663,"14000511",2,57.49,60.27,52.39,59.35,8,1,3,3,1,8,4,7,5,6,5,6,5,5,"Biological & Life Sciences",0.504925969285206,0.955450699013825,0.146407665470991,0.739338241811799
115,"14000516",3,61.32,57.91,44.07,55.35,6,1,3,1,1,5,4,6,3,3,3,8,3,2,"Health Professions",0.80933163709692,0.744916437496239,-0.798419662492425,0.276480851005146
115,"14000518",2,70.93,61.67,64.45,43.99,7,2,3,4,1,4,2,5,4,1,5,2,5,3,"Health Professions",1.57312758165843,1.08034390499883,1.51595304711027,-1.03803413888575
123,"14000519",4,52.84,60.27,49.95,52.24,6,2,2,3,1,6,2,5,3,1,4,8,1,4,"Health Professions",0.135347286432864,0.955450699013825,-0.130681118210587,-0.0833907703470267
121,"14000527",2,63.59,59.5,52.39,57.56,7,2,4,3,4,5,4,5,4,3,3,2,4,3,"Health Professions",0.989749617758171,0.886759435722071,0.146407665470991,0.532209559425822
115,"14000529",5,44.62,54.43,35.51,39.95,4,2,4,2,1,4,4,5,6,4,5,2,4,3,"Health Professions",-0.517972449706115,0.434467611190647,-1.77050162491632,-1.50552010360047
121,"6100900",3,59.89,60.27,51.11,46.12,4,2,3,3,1,7,6,5,4,3,5,6,5,2,"Health Professions",0.695676257208995,0.955450699013825,0.00104961501508065,-0.791562578281206
115,"14000534",1,68.11,70.79,56.38,62.22,5,2,4,2,1,5,4,7,6,5,5,4,1,4,"Health Professions",1.34899599334797,1.89393393255832,0.599515963376523,1.07143841971557
769,"14000535",4,55.65,58.91,33.22,59.55,4,2,2,2,1,4,4,5,3,5,4,3,2,2,"Engineering",0.358684081876967,0.834125870342674,-2.0305562620601,0.762481111352131
663,"14000536",3,59.03,70.79,56.38,66.43,7,2,3,3,1,4,3,8,8,6,8,4,3,1,"Biological & Life Sciences",0.627324070702971,1.89393393255832,0.599515963376523,1.55859582353958
664,"14000538",1,54.08,46.68,51.11,39.95,4,2,3,2,1,5,4,6,6,5,6,6,3,3,"Biological & Life Sciences",0.233901601860155,-0.256905493369222,0.00104961501508065,-1.50552010360047
117,"14000545",3,52.84,52.52,47.24,62.07,6,2,2,2,1,6,3,6,3,3,4,4,1,2,"Health Professions",0.135347286432864,0.264077594453957,-0.43843136566021,1.05408126756032
123,"14000549",5,63.37,70.79,49.95,50.36,4,1,3,3,2,6,2,5,4,8,6,8,1,3,"Health Professions",0.97226417469849,1.89393393255832,-0.130681118210587,-0.300933744026154
663,"14000551",4,65.98,68.09,50.09,53.09,8,2,3,4,4,5,4,6,4,4,5,6,6,3,"Biological & Life Sciences",1.17970511281561,1.65306846387295,-0.114782581441972,0.0149664251993873
115,"14000557",2,56.18,62.59,54.48,51.16,8,2,3,2,4,7,5,7,3,3,4,8,5,2,"Health Professions",0.400808103793471,1.16241658321755,0.383750107231032,-0.208362265864824
121,"14000558",5,66.74,70.79,49.95,58.15,7,2,4,2,3,8,4,5,5,8,3,8,4,3,"Health Professions",1.24010937065814,1.89393393255832,-0.130681118210587,0.600481024569803
117,"14000561",3,67.38,57.91,43.98,48.24,6,1,4,4,1,6,2,8,4,4,4,3,1,3,"Health Professions",1.29097611410449,0.744916437496239,-0.808640150415105,-0.54624816115368
769,"14000564",3,49.53,59.5,40.67,57.91,6,2,3,3,2,6,5,6,4,4,4,5,5,4,"Engineering",-0.127729152328695,0.886759435722071,-1.18452698401594,0.572709581121403
664,"14000569",2,54.08,45.56,54.18,66.43,7,1,3,3,1,7,1,8,2,5,3,5,6,1,"Biological & Life Sciences",0.233901601860155,-0.356820058157229,0.349681814155428,1.55859582353958
664,"14000579",1,62.06,47.81,50.09,66.43,5,1,4,2,1,5,4,8,6,5,4,5,8,4,"Biological & Life Sciences",0.868146309206755,-0.156098834252751,-0.114782581441972,1.55859582353958
123,"14000589",5,70.93,70.79,51.85,66.43,7,4,4,3,3,6,3,7,2,3,2,3,5,2,"Health Professions",1.57312758165843,1.89393393255832,0.0850847379349039,1.55859582353958
769,"14000592",5,70.93,70.79,40.66,66.43,6,2,3,3,5,7,7,7,5,8,4,8,4,3,"Engineering",1.57312758165843,1.89393393255832,-1.18566259378512,1.55859582353958
115,"14000594",4,70.93,70.79,52.39,66.43,7,3,2,3,5,5,4,6,4,5,3,6,4,2,"Health Professions",1.57312758165843,1.89393393255832,0.146407665470991,1.55859582353958
115,"14000597",4,70.93,57.91,51.7,42.86,7,2,3,3,2,5,3,4,4,3,2,8,4,3,"Health Professions",1.57312758165843,0.744916437496239,0.0680505913971021,-1.16879135178863
768,"14000605",5,70.93,70.79,68.3,54.14,8,3,3,3,5,5,2,8,5,1,6,6,4,3,"Engineering",1.57312758165843,1.89393393255832,1.95316280824719,0.136466490286133
115,"14000610",4,70.93,70.79,50.09,66.43,5,3,4,3,6,8,6,7,4,4,2,4,4,2,"Health Professions",1.57312758165843,1.89393393255832,-0.114782581441972,1.55859582353958
115,"14000619",3,50.97,47.16,48.17,55.35,7,1,2,1,1,6,5,8,3,5,3,4,1,2,"Health Professions",-0.013278979574422,-0.214084965602934,-0.332819657125838,0.276480851005146
117,"14000620",5,58.73,64.66,52.39,55.35,5,2,3,3,2,5,1,5,4,1,6,2,6,2,"Health Professions",0.603480284712497,1.34708010920967,0.146407665470991,0.276480851005146
115,"14000625",2,64.32,60.39,47.65,60.82,6,2,4,2,2,8,7,6,6,4,3,5,6,3,"Health Professions",1.04776949700166,0.966155830955398,-0.391871365123551,0.909438332933244
663,"14000635",5,70.93,70.79,68.3,66.43,8,3,3,4,3,6,3,7,5,2,2,3,7,3,"Biological & Life Sciences",1.57312758165843,1.89393393255832,1.95316280824719,1.55859582353958
664,"14000637",4,70.93,55.07,64.45,60.82,8,3,3,4,3,8,4,6,4,4,3,7,6,3,"Biological & Life Sciences",1.57312758165843,0.491561648212365,1.51595304711027,0.909438332933244
663,"14000639",5,70.93,70.79,59.31,58.08,8,3,3,3,4,7,2,6,6,7,5,7,7,6,"Biological & Life Sciences",1.57312758165843,1.89393393255832,0.932249625748255,0.592381020230686
115,"14000641",5,70.93,64.91,49.95,58.15,7,4,3,3,3,6,6,4,4,2,4,5,2,4,"Health Professions",1.57312758165843,1.36938246742128,-0.130681118210587,0.600481024569803
115,"14000642",5,52.75,70.79,49.95,55.65,7,4,2,3,1,6,4,4,6,1,5,4,4,2,"Health Professions",0.128194150635722,1.89393393255832,-0.130681118210587,0.311195155315645
117,"14000651",4,50.51,59.5,57.26,66.43,8,2,4,3,2,6,5,6,3,4,4,8,5,2,"Health Professions",-0.0498394514264816,0.886759435722071,0.699449623064961,1.55859582353958
115,"14000653",5,55.65,62.49,38.6,42.76,6,2,3,2,1,6,3,5,4,4,3,4,1,2,"Health Professions",0.358684081876967,1.15349563993291,-1.4195982062376,-1.18036278655879
664,"14000657",5,59.03,59.5,38.02,48.07,5,4,4,2,5,6,4,5,5,5,2,4,5,3,"Biological & Life Sciences",0.627324070702971,0.886759435722071,-1.48546357285044,-0.565919600262963
769,"14000661",5,70.93,59.5,68.3,66.43,8,2,2,2,2,5,5,5,5,5,5,5,5,5,"Engineering",1.57312758165843,0.886759435722071,1.95316280824719,1.55859582353958
664,"14000663",3,68.11,57.91,64.29,57.56,7,4,4,3,1,7,6,8,7,8,6,4,4,5,"Biological & Life Sciences",1.34899599334797,0.744916437496239,1.49778329080328,0.532209559425822
115,"14000665",2,70.93,58.91,59.02,53.34,7,2,4,2,1,6,4,6,5,4,5,3,6,3,"Health Professions",1.57312758165843,0.834125870342674,0.899316942441837,0.0438950121248031
664,"14000667",3,63.85,45.73,53.89,58.15,8,1,3,2,2,7,7,4,6,4,4,6,5,2,"Biological & Life Sciences",1.01041423228325,-0.341654454573335,0.31674913084901,0.600481024569803
117,"14000668",2,54.83,55.06,43.05,66.43,7,1,3,3,1,6,4,6,6,7,6,5,5,5,"Health Professions",0.293511066836339,0.490669553883901,-0.914251858949478,1.55859582353958
121,"14000675",5,52.86,70.79,56.75,50.82,8,4,3,3,6,8,4,5,8,3,6,1,3,3,"Health Professions",0.136936872165562,1.89393393255832,0.641533524836435,-0.247705144083389
115,"14000676",4,62.68,57.53,52.39,57.91,5,4,4,3,1,6,4,8,5,4,3,5,1,2,"Health Professions",0.9174234669204,0.711016853014595,0.146407665470991,0.572709581121403
115,"14000678",3,56.49,59.5,50.09,39.84,5,2,3,3,1,7,2,7,6,8,5,8,1,2,"Health Professions",0.425446682650294,0.886759435722071,-0.114782581441972,-1.51824868184765
664,"14000679",3,70.93,53.84,68.3,47.03,7,3,4,4,1,5,3,8,3,7,3,7,1,6,"Biological & Life Sciences",1.57312758165843,0.381834045811251,1.95316280824719,-0.686262521872692
115,"14000684",5,50.58,70.79,38.97,55.07,6,2,2,2,6,8,8,8,1,3,5,4,4,3,"Health Professions",-0.0442759013620378,1.89393393255832,-1.37758064477769,0.24408083364868
664,"14000684",3,44.62,52.52,38.97,35.67,5,2,4,2,2,4,3,4,5,1,5,2,1,2,"Biological & Life Sciences",-0.517972449706115,0.264077594453957,-1.37758064477769,-2.00077751176359
117,"6097465",4,54.54,52.52,49.95,55.28,5,2,4,2,1,6,3,5,5,4,3,4,1,2,"Health Professions",0.270462073712215,0.264077594453957,-0.130681118210587,0.26838084666603
115,"14000038",4,62.06,70.79,49.33,53.16,6,4,3,4,1,6,4,7,5,5,5,3,5,3,"Health Professions",0.868146309206755,1.89393393255832,-0.201088923900169,0.0230664295385029
664,"14000422",2,47.79,52.52,38.97,55.86,5,2,2,3,1,6,3,5,3,3,4,4,1,3,"Biological & Life Sciences",-0.266023111073443,0.264077594453957,-1.37758064477769,0.335495168332994
114,"spark15",5,70.93,60.27,49.33,55.1,8,4,2,2,3,7,6,7,5,3,4,2,5,2,"Health Professions",1.57312758165843,0.955450699013825,-0.201088923900169,0.24755226407973
663,"14000367",4,63.37,70.79,68.3,66.43,8,3,3,2,3,8,4,4,4,3,4,4,5,2,"Biological & Life Sciences",0.97226417469849,1.89393393255832,1.95316280824719,1.55859582353958
115,"14000143",3,59.45,47.75,51.9,55.52,8,1,3,2,3,8,3,8,4,4,2,6,5,3,"Health Professions",0.660705371089634,-0.161451400223537,0.0907627867808376,0.296152290114429
117,"2276306",5,57.46,70.79,47.24,54.97,5,3,3,2,2,5,2,4,4,2,5,3,6,5,"Health Professions",0.502541590686159,1.89393393255832,-0.43843136566021,0.232509398878514
115,"2286303",2,55.65,61.67,57.26,39.95,7,2,3,3,1,5,2,4,3,3,4,5,4,2,"Health Professions",0.358684081876967,1.08034390499883,0.699449623064961,-1.50552010360047
115,"2292210",5,53.18,57.22,40.67,55.07,6,4,3,3,3,6,5,5,6,4,4,2,1,4,"Health Professions",0.162370243888734,0.6833619288322,-1.18452698401594,0.24408083364868
663,"2294086",2,46.02,55.9,68.3,47.9,8,2,2,2,2,3,2,3,5,2,3,3,5,4,"Biological & Life Sciences",-0.406701448417238,0.565605477474906,1.95316280824719,-0.585591039372246
117,"801353636",2,59.45,57.89,46.24,47.46,6,3,2,2,4,8,8,7,4,5,2,7,5,4,"Health Professions",0.660705371089634,0.743132248839311,-0.551992342578889,-0.636505352360977
121,"SKO47671",5,59.53,64.66,59.31,49.24,8,4,4,3,5,4,2,3,4,2,5,1,4,3,"Health Professions",0.667063714020427,1.34708010920967,0.932249625748255,-0.430533813452016
453,"A11843799",4,70.93,60.05,52.39,62.07,5,4,4,2,1,7,3,4,4,6,4,5,6,3,"Math & Computer Science",1.57312758165843,0.93582462378761,0.146407665470991,1.05408126756032
665,"A11888496",2,58.71,58.91,68.3,43.09,4,2,3,3,1,6,2,4,6,1,5,5,1,3,"Biological & Life Sciences",0.601890698979799,0.834125870342674,1.95316280824719,-1.14217705181725
664,"a11890836",1,49.11,45.06,42.51,36.97,4,1,3,3,1,4,2,4,8,3,8,1,1,3,"Biological & Life Sciences",-0.161110452715359,-0.401424774580446,-0.975574786485565,-1.85034885975143
123,"A11904050",5,55.65,70.79,54.18,46.27,7,4,3,2,1,7,6,8,8,7,6,4,1,4,"Health Professions",0.358684081876967,1.89393393255832,0.349681814155428,-0.774205426125956
123,"A11916378",1,48.63,59.12,59.31,42.76,8,1,3,2,1,6,5,3,3,2,2,2,1,3,"Health Professions",-0.199260510300116,0.852859851240426,0.932249625748255,-1.18036278655879
114,"A11920572",5,55.65,68.09,35.82,49.57,2,2,3,3,1,5,3,4,3,4,5,3,1,2,"Health Professions",0.358684081876967,1.65306846387295,-1.73529772207153,-0.392348078710468
114,"A11966745",1,30.46,48.42,41.08,41.79,4,3,2,3,1,4,3,4,3,5,4,3,4,4,"Health Professions",-1.64339914845647,-0.101681080216425,-1.13796698347928,-1.29260570382941
115,"A11989373",2,54.83,55.9,68.3,59.19,8,2,4,3,4,4,5,5,6,4,5,5,1,2,"Health Professions",0.293511066836339,0.565605477474906,1.95316280824719,0.720823946179532
664,"A12019474",1,36.07,47.16,48.94,48.53,2,1,3,2,1,5,4,8,7,8,7,6,6,3,"Biological & Life Sciences",-1.19752035043461,-0.214084965602934,-0.245377704898455,-0.512691000320198
117,"A12101172",3,49.38,47.13,40.67,52.71,7,3,4,3,2,4,2,4,4,5,4,4,1,2,"Health Professions",-0.139651045323932,-0.216761248588326,-1.18452698401594,-0.0290050269272451
448,"A12132393",3,44.62,50.67,31.48,44.79,4,2,2,2,1,7,2,3,2,4,3,2,8,1,"Math & Computer Science",-0.517972449706115,0.0990401436880526,-2.2281523618986,-0.945462660724418
114,"A12152671",5,70.93,70.79,52.39,56.87,8,3,3,3,5,1,1,4,4,1,4,4,8,5,"Health Professions",1.57312758165843,1.89393393255832,0.146407665470991,0.452366659511675
115,"A12206405",3,43.77,42.2,46.21,36.24,2,1,3,2,1,3,2,4,6,6,6,4,5,2,"Health Professions",-0.58552984334579,-0.656563752521249,-0.55539917188645,-1.93482033357364
115,"A12214865",3,36.79,58.72,46.21,39.84,7,2,4,2,1,5,3,5,8,4,5,3,1,2,"Health Professions",-1.14029526405748,0.817176078101852,-0.55539917188645,-1.51824868184765
445,"A12245564",5,70.93,66.29,65.28,54.99,7,2,4,4,6,5,3,4,4,4,3,4,8,3,"Math & Computer Science",1.57312758165843,1.49249148474936,1.61020865795277,0.234823685832547
118,"",3,70.93,64.91,62.49,55.45,5,4,4,3,5,5,3,5,5,5,6,3,8,3,"Health Professions",1.57312758165843,1.36938246742128,1.29337353234966,0.288052285775312
447,"A12322542",4,44.62,52.52,38.97,39.95,7,2,2,2,1,4,4,4,4,4,4,4,4,4,"Math & Computer Science",-0.517972449706115,0.264077594453957,-1.37758064477769,-1.50552010360047
121,"A12325753",3,56.65,58.73,56.02,51.59,8,3,4,3,1,8,8,8,8,8,3,8,1,1,"Health Professions",0.43816336851188,0.818068172430316,0.558634011685798,-0.158605096353108
562,"A12393257",3,33.47,51.78,46.21,54.04,4,2,4,2,1,3,1,5,5,3,5,3,5,3,"Physical Science",-1.40416649568539,0.198062614147595,-0.55539917188645,0.124895055515967
664,"A12397865",2,58.14,49.26,45.39,47.1,3,2,4,3,1,6,4,4,3,4,5,2,4,5,"Biological & Life Sciences",0.556587505597899,-0.0267451566254206,-0.648519172959767,-0.678162517533576
450,"A12400468",5,48.18,62.59,45.39,42.66,3,4,4,3,3,5,4,5,6,3,5,3,5,2,"Math & Computer Science",-0.235026189285827,1.16241658321755,-0.648519172959767,-1.19193422132896
123,"A12579001",4,55.65,59.5,46.21,48.24,8,3,3,3,5,6,2,3,4,3,5,3,5,1,"Health Professions",0.358684081876967,0.886759435722071,-0.55539917188645,-0.54624816115368
562,"a12583945",4,54.83,53.25,56.38,47.21,6,2,3,3,4,5,4,4,2,3,3,4,5,4,"Physical Science",0.293511066836339,0.329200480431854,0.599515963376523,-0.665433939286393
453,"",5,70.93,59.5,62.01,61.5,6,3,1,4,5,7,2,2,3,2,1,2,1,1,"Math & Computer Science",1.57312758165843,0.886759435722071,1.23886426342869,0.988124089370375
447,"A12586839",1,41.58,44.32,48.17,29.59,8,2,3,2,1,5,3,6,7,2,8,3,1,3,"Math & Computer Science",-0.759589481076248,-0.467439754886808,-0.332819657125838,-2.7043207457897
442,"A12598107",1,34.7,49.83,61.34,46.35,4,1,4,2,1,7,7,5,6,4,2,4,7,5,"Math & Computer Science",-1.30640697312444,0.0241042200970472,1.16277840889317,-0.764948278309823
665,"A12600086",5,44.62,54.43,38.97,39.95,5,1,1,1,1,5,3,3,3,1,3,2,1,5,"Biological & Life Sciences",-0.517972449706115,0.434467611190647,-1.37758064477769,-1.50552010360047
448,"A12610949",3,35.4,33.36,58.76,42.61,5,2,2,1,2,7,4,3,6,4,4,3,1,4,"Math & Computer Science",-1.25077147248001,-1.44517513888373,0.869791088442981,-1.19771993871404
115,"A12615610",1,55.65,55.57,59.31,45.69,8,1,1,3,1,5,2,4,7,4,6,3,1,2,"Health Professions",0.358684081876967,0.536166364635583,0.932249625748255,-0.841319747792922
115,"A12621278",5,51.73,53.77,49.95,44.31,7,3,4,2,6,5,3,5,7,4,3,1,1,4,"Health Professions",0.0471252782681112,0.375589385512,-0.130681118210587,-1.00100554762122
115,"a12637547",3,49.53,55.93,58.3,35.43,8,1,4,1,5,2,2,4,5,4,5,5,1,2,"Health Professions",-0.127729152328695,0.568281760460299,0.817553039060388,-2.02854895521199
445,"A12639082",4,66.74,70.79,52.39,56.87,6,2,4,3,1,5,4,4,5,6,5,4,6,3,"Math & Computer Science",1.24010937065814,1.89393393255832,0.146407665470991,0.452366659511675
665,"A12640758",1,21.4,46.15,35.51,37.3,5,1,2,1,1,5,4,4,6,3,3,2,6,3,"Biological & Life Sciences",-2.36348148536878,-0.304186492777832,-1.77050162491632,-1.81216312500988
114,"A12659042",4,43.92,55.16,42.83,53.45,4,2,3,3,1,8,3,4,4,4,5,5,1,2,"Health Professions",-0.573607950350553,0.499590497168544,-0.939235273871588,0.056623590371986
447,"A12671049",4,44.62,52.52,59.31,32.41,8,2,3,2,1,7,3,3,4,1,7,2,1,2,"Math & Computer Science",-0.517972449706115,0.264077594453957,0.932249625748255,-2.37800628527101
114,"A12676452",5,63.37,64.91,57.93,54.64,7,4,4,3,5,5,3,4,4,3,2,4,1,1,"Health Professions",0.97226417469849,1.36938246742128,0.775535477600477,0.194323664136965
444,"A12680826",5,59.45,66.29,54.18,49.94,6,4,3,3,5,8,4,4,5,4,3,2,6,5,"Math & Computer Science",0.660705371089634,1.49249148474936,0.349681814155428,-0.349533770060853
114,"A12692846",3,59.64,68.09,56.9,49.06,7,2,4,2,1,5,2,4,8,4,6,4,5,2,"Health Professions",0.675806435550267,1.65306846387295,0.658567671374236,-0.451362396038316
115,"A12694347",3,62.1,55.07,45.78,54.43,5,2,3,3,6,4,4,8,8,4,6,5,1,1,"Health Professions",0.871325480672151,0.491561648212365,-0.604230391961482,0.170023651119616
447,"A12696378",1,38.13,33.36,43.05,38.3,6,1,2,2,1,4,3,4,4,1,3,3,1,4,"Math & Computer Science",-1.0337930199667,-1.44517513888373,-0.914251858949478,-1.69644877730821
665,"A12701000",3,33.47,49.26,65.28,46.44,8,2,2,2,5,7,2,5,8,5,7,6,1,4,"Biological & Life Sciences",-1.40416649568539,-0.0267451566254206,1.61020865795277,-0.754533987016674
664,"A12707417",4,70.93,55.16,62.01,57.9,6,2,4,2,3,7,3,4,1,1,4,4,1,2,"Biological & Life Sciences",1.57312758165843,0.499590497168544,1.23886426342869,0.571552437644387
114,"A12708257",4,53.18,54.12,51.85,51.24,4,3,3,3,6,4,3,8,6,7,7,6,8,2,"Health Professions",0.162370243888734,0.406812687008252,0.0850847379349039,-0.19910511804869
121,"A12712971",5,50.97,66.29,64.29,59.55,8,3,3,3,5,5,1,3,3,3,3,4,7,1,"Health Professions",-0.013278979574422,1.49249148474936,1.49778329080328,0.762481111352131
121,"A12717582",5,44.62,59.5,38.97,39.95,3,2,3,2,1,6,6,6,5,2,5,3,1,3,"Health Professions",-0.517972449706115,0.886759435722071,-1.37758064477769,-1.50552010360047
123,"A12719725",2,70.93,45.68,46.24,55.86,4,1,4,4,1,5,4,7,7,8,8,4,7,2,"Health Professions",1.57312758165843,-0.346114926215657,-0.551992342578889,0.335495168332994
771,"A12729010",4,55.65,54.34,46.24,66.43,3,3,3,3,5,8,3,6,6,7,7,5,1,3,"Engineering",0.358684081876967,0.426438762234468,-0.551992342578889,1.55859582353958
123,"A12730686",5,55.65,62.59,51.11,52.34,8,2,3,2,2,6,3,4,4,3,3,6,1,2,"Health Professions",0.358684081876967,1.16241658321755,0.00104961501508065,-0.0718193355768602
115,"A12741419",5,50.94,59.5,47.65,49.26,4,3,2,3,1,5,5,3,6,3,4,2,1,4,"Health Professions",-0.0156633581734694,0.886759435722071,-0.391871365123551,-0.428219526497984
663,"A12750755",2,42.02,49.44,51.11,53.07,8,2,4,2,1,8,5,4,4,5,3,3,1,1,"Biological & Life Sciences",-0.724618594956887,-0.0106874587130624,0.00104961501508065,0.0126521382453536
114,"A12751611",5,61.01,66.29,49.95,54.33,6,4,3,3,5,4,2,4,5,3,3,3,8,3,"Health Professions",0.784693058240097,1.49249148474936,-0.130681118210587,0.158452216349449
115,"A12764682",3,44.62,52.52,38.97,60.74,6,2,2,2,3,6,6,6,6,6,6,6,6,6,"Health Professions",-0.517972449706115,0.264077594453957,-1.37758064477769,0.900181185117111
664,"A12769915",3,43.49,57.91,35.51,39.14,4,2,3,3,1,5,4,5,4,1,5,3,1,2,"Biological & Life Sciences",-0.607784043603565,0.744916437496239,-1.77050162491632,-1.59924872523882
121,"a12774253",5,70.93,61.65,52.39,62.75,6,2,3,2,1,8,8,8,8,8,4,4,1,1,"Health Professions",1.57312758165843,1.07855971634191,0.146407665470991,1.13276702399745
771,"A12784467",5,66.74,70.79,54.18,62.07,6,4,3,3,6,6,3,4,5,1,4,3,8,2,"Engineering",1.24010937065814,1.89393393255832,0.349681814155428,1.05408126756032
114,"A12785196",3,48.75,46.79,38.83,41.3,5,1,4,2,2,4,2,5,4,6,3,3,1,1,"Health Professions",-0.189722995903927,-0.247092455756114,-1.39347918154631,-1.34930573420322
115,"A12786716",3,48.54,61.67,40.66,38.95,6,2,2,3,5,4,4,4,5,4,6,4,3,3,"Health Professions",-0.206413646097259,1.08034390499883,-1.18566259378512,-1.62123445130213
444,"A12791563",3,49.05,55.06,40.17,41.37,4,2,2,2,4,5,2,7,6,1,7,7,6,2,"Math & Computer Science",-0.165879209913454,0.490669553883901,-1.24130747247528,-1.34120572986411
444,"a12800469",5,70.93,64.66,51.9,54.61,8,2,4,1,6,6,5,5,4,3,3,3,1,3,"Math & Computer Science",1.57312758165843,1.34708010920967,0.0907627867808376,0.190852233705915
120,"A12807793",2,49.21,57.22,46.64,44.7,7,2,3,2,1,4,3,4,6,4,4,1,1,2,"Health Professions",-0.153162524051867,0.6833619288322,-0.506567951811418,-0.955876952017568
114,"A12810340",5,53.26,54.43,59.02,50.68,8,4,3,2,6,5,3,5,5,5,3,5,5,4,"Health Professions",0.168728586819527,0.434467611190647,0.899316942441837,-0.263905152761622
664,"A12819740",4,55.65,54.89,45.39,62.07,5,3,3,3,4,5,4,5,7,4,7,3,5,4,"Biological & Life Sciences",0.358684081876967,0.475503950300007,-0.648519172959767,1.05408126756032
115,"a12819900",3,40.75,52.52,45.67,38.27,5,4,4,3,1,5,3,7,5,4,4,2,6,3,"Health Professions",-0.825557288983225,0.264077594453957,-0.616722099422537,-1.69992020773926
120,"A12821206",4,40.82,59.5,45.39,35.47,4,3,3,3,2,5,4,6,7,5,6,2,1,3,"Health Professions",-0.819993738918781,0.886759435722071,-0.648519172959767,-2.02392038130392
447,"A12824081",2,44.62,33.36,52.39,34.92,8,1,3,1,1,4,1,4,5,3,5,3,1,1,"Math & Computer Science",-0.517972449706115,-1.44517513888373,0.146407665470991,-2.08756327253983
447,"A12825008",2,24.74,51.78,65.28,55.28,6,2,4,2,1,5,4,5,5,5,5,4,1,1,"Math & Computer Science",-2.09802066800817,0.198062614147595,1.61020865795277,0.26838084666603
114,"A12832276",2,42.73,57.91,50.09,45.19,7,2,3,3,1,8,3,4,5,3,3,5,5,3,"Health Professions",-0.668188301446098,0.744916437496239,-0.114782581441972,-0.899176921643753
446,"A12860124",2,44.62,52.07,61.03,44.79,8,2,3,3,3,6,6,4,4,4,4,5,5,3,"Math & Computer Science",-0.517972449706115,0.223933349673061,1.12757450604838,-0.945462660724418
664,"A12870219",2,40.46,55.16,41.08,49.12,3,2,3,2,1,5,4,5,5,5,5,3,1,2,"Biological & Life Sciences",-0.848606282107349,0.499590497168544,-1.13796698347928,-0.444419535176217
768,"A12895157",5,54.08,59.5,64.45,49.24,6,3,3,1,5,6,4,4,4,1,3,4,1,1,"Engineering",0.233901601860155,0.886759435722071,1.51595304711027,-0.430533813452016
